Public Opinion,Past Use,Religion,Sex,Age,Education,Race,Income,Party Affiliation,Household Size,State,Eventually Legalized
medicinal,No,Roman Catholic (Catholic),Male,65,Four year college,White,"100 to under $150,000",Independent,3,Virginia,"Yes, it will"
medicinal,Yes,Nothing in particular,Male,18,HS,White,"40 to under $50,000",Independent,3,California,"Yes, it will"
medicinal,No,Christian (VOL.),Female,19,HS,Black or African-American,"Less than $10,000",Republican,2,Texas,"Yes, it will"
personal,No,Nothing in particular,Male,26,HS,Black or African-American,"10 to under $20,000",Independent,2,Texas,"No, it will not"
personal,Yes,Nothing in particular,Male,57,Some College,White,"75 to under $100,000",Independent,2,New Jersey,"Yes, it will"
notlegal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,44,HS Incomplete,White,"20 to under $30,000",Independent,5,Texas,"No, it will not"
personal,Yes,Christian (VOL.),Male,57,HS,White,"40 to under $50,000",Democrat,2,Kansas,"Yes, it will"
notlegal,Yes,Christian (VOL.),Male,37,HS,White,"20 to under $30,000",Democrat,1,Florida,"No, it will not"
notlegal,No,Roman Catholic (Catholic),Female,77,Four year college,Hispanic or Latino,"Less than $10,000",Democrat,1,Wisconsin,"No, it will not"
personal,Yes,Atheist (do not believe in God),Male,71,Postgraduate Degree,White,"10 to under $20,000",Democrat,1,Oregon,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,64,Postgraduate Degree,White,"75 to under $100,000",Democrat,1,California,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Female,50,HS,White,"75 to under $100,000",Independent,1,Illinois,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Female,33,Postgraduate Degree,White,"100 to under $150,000",Democrat,2,California,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,58,HS,Black or African-American,"10 to under $20,000",Democrat,6,Florida,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,20,HS,Black or African-American,"Less than $10,000",Democrat,4,Georgia,"No, it will not"
personal,Yes,Christian (VOL.),Male,33,Four year college,Black or African-American,"75 to under $100,000",Republican,4,California,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,36,Associate Degree,White,"30 to under $40,000",Independent,2,New York,"No, it will not"
medicinal,No,Nothing in particular,Female,28,Four year college,Black or African-American,"30 to under $40,000",Democrat,3,South Carolina,"No, it will not"
personal,Yes,Nothing in particular,Male,38,Four year college,Black or African-American,"20 to under $30,000",Independent,1,California,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,22,HS Incomplete,Hispanic or Latino,"30 to under $40,000",Democrat,2,California,"Yes, it will"
notlegal,No,Christian (VOL.),Male,67,Four year college,White,"100 to under $150,000",Independent,2,California,"No, it will not"
personal,No,Roman Catholic (Catholic),Male,27,HS,White,"30 to under $40,000",Independent,2,Florida,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,75,HS,White,"30 to under $40,000",Independent,2,New Hampshire,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,56,Associate Degree,Black or African-American,"10 to under $20,000",Democrat,1,Ohio,"No, it will not"
medicinal,No,Nothing in particular,Female,24,HS,Hispanic or Latino,"20 to under $30,000",Independent,3,California,"Yes, it will"
personal,Yes,Nothing in particular,Female,62,Four year college,White,"40 to under $50,000",Democrat,1,Washington,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Female,34,Four year college,Hispanic or Latino,"50 to under $75,000",Democrat,2,California,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Female,56,Postgraduate Degree,White,"50 to under $75,000",Democrat,4,Oregon,"Yes, it will"
personal,No,Agnostic (not sure if there is a God),Male,28,HS,White,"50 to under $75,000",Democrat,4,New Mexico,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,39,Postgraduate Degree,White,"75 to under $100,000",Independent,1,Texas,"Yes, it will"
medicinal,No,Atheist (do not believe in God),Female,26,HS,White,"30 to under $40,000",Democrat,5,California,"No, it will not"
notlegal,Yes,Christian (VOL.),Female,67,Some College,White,"10 to under $20,000",Republican,4,Texas,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,20,Associate Degree,White,"50 to under $75,000",Democrat,1,Oklahoma,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Female,29,HS Incomplete,White,"20 to under $30,000",Independent,1,Arkansas,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Male,21,HS,Black or African-American,"10 to under $20,000",Independent,3,Texas,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,27,HS,Hispanic or Latino,"10 to under $20,000",Democrat,2,California,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,49,HS,Native American,"10 to under $20,000",Democrat,4,Arizona,"Yes, it will"
notlegal,Yes,Roman Catholic (Catholic),Male,33,HS Incomplete,White,"20 to under $30,000",Independent,5,California,"No, it will not"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,39,Four year college,Black or African-American,"75 to under $100,000",Republican,8,Texas,"Yes, it will"
medicinal,Yes,Christian (VOL.),Female,29,HS,White,"30 to under $40,000",Independent,7,California,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,57,Associate Degree,White,"100 to under $150,000",No preference (VOL.),3,Minnesota,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Female,28,Associate Degree,White,"100 to under $150,000",Republican,3,Colorado,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,81,HS,White,"10 to under $20,000",Independent,1,Wyoming,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,61,Postgraduate Degree,White,"50 to under $75,000",Independent,2,Oregon,"Yes, it will"
notlegal,No,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),Female,21,Some College,White,"20 to under $30,000",Democrat,2,Utah,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,60,HS,White,"100 to under $150,000",Independent,2,Nevada,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Female,51,Some College,White,"100 to under $150,000",Independent,5,California,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,31,Some College,White,"20 to under $30,000",Independent,1,Washington,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,63,Some College,Native American,"Less than $10,000",Democrat,1,Oklahoma,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,49,Four year college,White,"30 to under $40,000",Democrat,3,California,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,66,Some College,White,"75 to under $100,000",Democrat,2,Washington,"Yes, it will"
personal,No,Buddhist,Female,26,Associate Degree,White,"40 to under $50,000",Independent,1,Nevada,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,51,Four year college,White,"$150,000 or more",Independent,4,Texas,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,23,Postgraduate Degree,White,"40 to under $50,000",Independent,3,California,"No, it will not"
personal,No,Jewish (Judaism),Female,25,Postgraduate Degree,White,"Less than $10,000",Republican,1,Massachusetts,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,67,Four year college,White,"75 to under $100,000",Independent,2,New Jersey,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,19,Some College,White,"100 to under $150,000",Republican,5,Florida,"Yes, it will"
notlegal,No,Nothing in particular,Male,42,Associate Degree,Asian or Asian-American,"75 to under $100,000",Independent,4,Florida,"Yes, it will"
medicinal,No,"Orthodox (Greek, Russian, or some other orthodox church)",Female,58,Four year college,White,"75 to under $100,000",Independent,2,Pennsylvania,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,26,Associate Degree,White,"Less than $10,000",Independent,4,New York,"Yes, it will"
medicinal,Yes,Nothing in particular,Female,19,HS,White,"Less than $10,000",Independent,2,New York,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,31,Four year college,White,"40 to under $50,000",Republican,5,Georgia,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,47,Some College,White,"50 to under $75,000",Independent,2,New York,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,33,Some College,White,"75 to under $100,000",Republican,2,North Carolina,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,48,HS,White,"30 to under $40,000",Independent,1,Virginia,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,50,Postgraduate Degree,White,"100 to under $150,000",Independent,3,Pennsylvania,"Yes, it will"
medicinal,Yes,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),Female,50,HS,White,"10 to under $20,000",Independent,5,South Carolina,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,43,Associate Degree,White,"50 to under $75,000",Independent,3,Virginia,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,72,Associate Degree,White,"10 to under $20,000",No preference (VOL.),2,Texas,"Yes, it will"
personal,Yes,Christian (VOL.),Male,33,Some College,White,"40 to under $50,000",Republican,2,Florida,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Male,47,HS,White,"75 to under $100,000",Democrat,2,Louisiana,"Yes, it will"
personal,Yes,Agnostic (not sure if there is a God),Male,33,Four year college,White,"30 to under $40,000",Independent,1,New York,"Yes, it will"
personal,No,Christian (VOL.),Male,18,Less than HS,White,"20 to under $30,000",Democrat,2,Pennsylvania,"Yes, it will"
personal,Yes,Christian (VOL.),Male,32,HS Incomplete,Black or African-American,"30 to under $40,000",Democrat,7,Maryland,"Yes, it will"
medicinal,No,Christian (VOL.),Male,58,HS,Black or African-American,"75 to under $100,000",Democrat,3,Maryland,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,55,Four year college,White,"10 to under $20,000",Republican,3,North Carolina,"Yes, it will"
medicinal,No,Nothing in particular,Male,20,Some College,White,"10 to under $20,000",Independent,4,Massachusetts,"Yes, it will"
medicinal,Yes,Nothing in particular,Female,33,HS Incomplete,White,"20 to under $30,000",Democrat,4,Pennsylvania,"No, it will not"
personal,No,Nothing in particular,Female,28,Four year college,White,"75 to under $100,000",Democrat,4,Florida,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,28,Associate Degree,White,"40 to under $50,000",No preference (VOL.),4,Alabama,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,63,HS,Black or African-American,"20 to under $30,000",Democrat,1,Georgia,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Male,51,Four year college,Black or African-American,"75 to under $100,000",Democrat,1,Illinois,"Yes, it will"
medicinal,No,Christian (VOL.),Male,19,Some College,White,"$150,000 or more",Independent,1,Kansas,"Yes, it will"
notlegal,No,Roman Catholic (Catholic),Male,29,Associate Degree,White,"30 to under $40,000",Democrat,2,California,"Yes, it will"
notlegal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,46,HS,Black or African-American,"30 to under $40,000",Independent,6,Louisiana,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,43,Less than HS,White,"40 to under $50,000",Independent,3,Oklahoma,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,58,HS,White,"50 to under $75,000",Independent,1,Illinois,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,49,HS,White,"20 to under $30,000",Democrat,2,Wisconsin,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Female,32,Four year college,White,"50 to under $75,000",Independent,2,Illinois,"Yes, it will"
personal,No,Christian (VOL.),Female,38,Associate Degree,Black or African-American,"30 to under $40,000",Democrat,3,Minnesota,"Yes, it will"
personal,Yes,Nothing in particular,Male,23,Postgraduate Degree,Asian or Asian-American,"50 to under $75,000",Independent,4,New Jersey,"Yes, it will"
personal,Yes,Nothing in particular,Male,57,Some College,Asian or Asian-American,"100 to under $150,000",Independent,2,California,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,27,Four year college,White,"30 to under $40,000",Independent,2,Pennsylvania,"Yes, it will"
notlegal,Yes,Roman Catholic (Catholic),Male,66,HS,Native American,"10 to under $20,000",Democrat,1,Arizona,"No, it will not"
notlegal,No,Roman Catholic (Catholic),Male,40,HS,Hispanic or Latino,"50 to under $75,000",Republican,7,Texas,"No, it will not"
medicinal,No,Nothing in particular,Male,30,HS,White,"10 to under $20,000",Independent,2,Illinois,"No, it will not"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,65,Four year college,Black or African-American,"30 to under $40,000",Democrat,1,Tennessee,"No, it will not"
medicinal,No,Nothing in particular,Male,25,HS Incomplete,White,"20 to under $30,000",Democrat,4,Texas,"Yes, it will"
medicinal,No,Muslim (Islam),Female,18,HS Incomplete,White,"$150,000 or more",Democrat,7,New Jersey,"Yes, it will"
medicinal,Yes,Christian (VOL.),Male,38,HS,Black or African-American,"Less than $10,000",Independent,7,Louisiana,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,29,Four year college,White,"$150,000 or more",Republican,2,South Dakota,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Male,18,HS Incomplete,White,"20 to under $30,000",Independent,2,Texas,"Yes, it will"
